TÍTULO,PUBL,ESTUDIO,GÉNERO,MEDIA,INFO BBDD;;;;
1971: Project Helios,2020,RECO Technology,Estrategia,65,;;;;
3 Minutes to Midnight,2024,Scarecrow Studio,Casual,88,;;;;
A Tale of Paper,2020,Open House Games,Aventura,73,;;;;
Abathor,2024,Pow Pixel Games,Acción,78,;;;;
Abathor - Atlantis Landing,2023,Pow Pixel Games,Acción,86,;;;;
Across the Obelisk,2022,Dreamsite Games,Cartas,76,;;;;
Aeon Drive,2021,2Awesome Studio,Arcade,80,;;;;
Aeterna Noctis,2021,Aeternum Game Studios,Aventura,79,;;;;
After Us,2023,Piccolo Studio,Aventura,76,;;;;
After You,2020,K148 Game Studio,Narrativa,74,;;;;
Aimtropolis,2023,Bowl of Tentacles,Disparos,71,;;;;
AK-xolotl,2023,2Awesome Studio,Disparos,75,;;;;
Alchemy Garden,2022,MadSushi Games,Casual,67,;;;;
Alephant,2023,Lucas «Le Slo»,Estrategia,80,;;;;
Alex Kidd in Miracle World DX,2021,Jankenteam,Plataformas,72,;;;;
Alfred Hitchcock - Vertigo,2021,Pendulo Studios,Aventura,66,;;;;
All On Board!,2025,The Game Kitchen,Casual,70,;;;;
American Arcadia,2023,Out of the Blue Games,Aventura,86,;;;;
Among Ashes,2024,Rat Cliff Games,Terror,83,;;;;
An English Haunting,2024,Postmodern Adventures,Aventura,85,;;;;
Ankora: Lost Days,2022,Chibig,Aventura,69,;;;;
Anyaroth: The Queen's Tyranny,2023,Yggdraseed Studios,Acción,69,;;;;
Aragami 2,2021,Lince Works,Acción,69,;;;;
Arima Lodge,2024,Praenaris,Casual,77,;;;;
Army of Ruin,2023,Milkstone Studios,Acción,83,;;;;
Assassin's Creed Valhalla,2022,Ubisoft Barcelona,RPG,87,;;;;
Astronite,2022,Dume Games Studio,Disparos,73,;;;;
Baptisterio,2024,2am_Project,Aventura,67,;;;;
Basureroes: Invasion,2025,Javi García «javi_mikau»,Plataformas,78,;;;;
Blasphemous - Blasphemous (DLC1) - The Stir of Dawn,2020,The Game Kitchen,Acción,90,;;;;
Blasphemous - Blasphemous (DLC2) - Strife & Ruin,2021,The Game Kitchen,Acción,85,;;;;
Blasphemous 2,2023,The Game Kitchen,Aventura,87,;;;;
Bleak Sword DX,2023,Luís Moreno Jiménez,Acción,79,;;;;
Bluey: El Videojuego,2023,Artax Games,Acción,68,;;;;
BodyQuest,2021,Didactoons,Puzle,70,;;;;
Byte The Bullet,2024,Esteban Marín,Acción,78,;;;;
Call of the Sea,2020,Out of the Blue Games,Aventura,79,;;;;
Call of the Sea VR,2023,Out of the Blue Games,Aventura,86,;;;;
Cards and Guns,2024,Family Devs,Acción,70,;;;;
Cards of the Dead,2021,Boomfire Games,Estrategia,63,;;;;
Cards Survivors,2024,Family Devs,Estrategia,70,;;;;
Charon's Staircase,2022,Indigo Studios,Aventura,63,;;;;
Chronicles Of Sagrea,2024,Luis Cobo Hurtado,Acción,75,;;;;
Citadelum,2024,Abylight Barcelona,Estrategia,75,;;;;
CLeM,2024,Mango Protocol,Pensar,80,;;;;
Clid The Snail,2021,Weird Beluga Studio,Aventura,71,;;;;
Clouzy!,2022,TinyMoon,Casual,80,;;;;
Colossus Down,2020,Mango Protocol,Acción,71,;;;;
Cosmodread,2021,White Door Games,Realidad Virtual,82,;;;;
Creatures of Ava,2024,Inverge Studios,Pensar,78,;;;;
Crisis VRigade 2,2021,Sumalab,Realidad Virtual,71,;;;;
Curse of the Sea Rats,2023,Petoons,Aventura,68,;;;;
Cute Farmer Life,2023,SE32,RPG,76,;;;;
DE-EXIT - Eternal Matters,2023,SandBloom Studio,Casual,74,;;;;
Death or Treat,2023,Saona Studios,Acción,65,;;;;
Deflector,2022,Arrowfist Games,Acción,85,;;;;
Deiland: Pocket Planet,2021,Chibig,Narrativa,66,;;;;
Delirium,2022,Blackgate Studios,Aventura,74,;;;;
Depths of Faveg,2024,Guille «guipadgon»,RPG,75,;;;;
DESOLATIUM,2023,SUPERLUMEN,Aventura,65,;;;;
DESOLATIUM: Prólogo,2021,SUPERLUMEN,Realidad Virtual,70,;;;;
DETECTIVE - Minerva case,2024,K148 Game Studio,Aventura,64,;;;;
DETECTIVE - Stella Porta case,2023,K148 Game Studio,Aventura,84,;;;;
DETECTIVE - The Motel,2024,K148 Game Studio,Aventura,70,;;;;
Die Again,2024,Adrià Ortiz «Varn»,Acción,92,;;;;
Die by Anything,2025,Guarida Games,Casual,65,;;;;
Disney Speedstorm,2023,Gameloft Barcelona,Conducción,72,;;;;
Do Not Feed the Monkeys 2099,2023,Fictiorama Studios,Simulación,77,;;;;
DO NOT OPEN,2022,Nox Noctis,Acción,69,;;;;
